UTD;ZONA;TURMA;CARTEIRA;DATA_PEDIDO;NOTAS_ESPERADAS_ATENA;NOTAS_GERADAS_TAB4;DEFASAGEM_GERACAO;DIA_SEMANA;FLAG_DEF
ITABERABA;214;EPS;CORTE;2022-08-19;3;3;0;6;N
EUNAPOLIS;101;STC;CORTE;2022-08-25;11;11;0;5;N
JUAZEIRO;285;STC;CORTE;2022-08-02;2;2;0;3;N
BARREIRAS;16;EPS;CORTE;2022-08-02;45;44;1;3;N
VALENCA;486;EPS;CORTE;2022-08-22;7;7;0;2;N
FEIRA DE SANTANA SUL;124;EPS;CORTE;2022-08-17;18;18;0;4;N
IPIAU;188;STC;CORTE;2022-08-15;19;19;0;2;N
GUANAMBI;142;EPS;RECORTE;2022-08-03;20;20;0;4;N
ESPLANADA;79;EPS;RECORTE;2022-08-03;9;9;0;4;N
PIRAJA;355;EPS;CORTE;2022-08-11;48;47;1;5;N
PIRAJA;354;EPS;CORTE;2022-08-23;26;26;0;3;N
BARREIRAS;16;STC;CORTE;2022-08-16;15;14;1;3;N
JACOBINA;258;STC;CORTE;2022-08-22;16;16;0;2;N
JEQUIE;274;EPS;CORTE;2022-08-15;22;22;0;2;N
GUANAMBI;138;STC;CORTE;2022-08-15;16;15;1;2;N
LUIS EDUARDO MAGALHAES;320;STC;CORTE;2022-08-15;11;11;0;2;N
SENHOR DO BONFIM;450;EPS;CORTE;2022-08-18;20;19;1;5;N
SERRINHA;468;EPS;RECORTE;2022-08-11;7;6;1;5;N
IBOTIRAMA;159;EPS;RECORTE;2022-08-11;6;6;0;5;N
ITAPOAN;252;EPS;DISJUNTOR;2022-08-08;30;28;2;2;N
VITORIA DA CONQUISTA;518;EPS;RECORTE;2022-08-11;15;14;1;5;N
PORTO SEGURO;361;EPS;CORTE;2022-08-18;10;9;1;5;N
JACOBINA;258;EPS;CORTE;2022-08-08;11;10;1;2;N
VALENCA;490;EPS;RECORTE;2022-08-24;13;11;2;4;N
ITABERABA;224;EPS;CORTE;2022-08-22;4;4;0;2;N
FEIRA DE SANTANA NORTE;112;EPS;BAIXA;2022-08-24;1;1;0;4;N
ITAPETINGA;245;EPS;BAIXA;2022-08-18;5;5;0;5;N
IRECE;195;EPS;CORTE;2022-08-11;13;13;0;5;N
GUANAMBI;142;STC;RECORTE;2022-08-17;21;14;7;4;N
PORTO SEGURO;375;EPS;CORTE;2022-08-22;18;18;0;2;N
REMANSO;393;EPS;CORTE;2022-08-15;11;11;0;2;N
JUAZEIRO;285;STC;RECORTE;2022-08-03;5;5;0;4;N
IRECE;195;STC;CORTE;2022-08-25;21;18;3;5;N
BRUMADO;49;STC;CORTE;2022-08-25;11;11;0;5;N
ILHEUS;177;EPS;CORTE;2022-08-23;8;4;4;3;N
LIVRAMENTO DE NOSSA SENHORA;312;EPS;CORTE;2022-08-09;5;5;0;3;N
IRECE;211;STC;CORTE;2022-08-05;11;0;11;6;N
JEQUIE;276;STC;CORTE;2022-08-05;11;0;11;6;N
CAMACARI;51;STC;CORTE;2022-08-05;16;0;16;6;N
FEIRA DE SANTANA SUL;125;EPS;CORTE;2022-08-05;23;0;23;6;N
JACOBINA;262;STC;RECORTE;2022-08-24;5;3;2;4;N
GRACA;136;EPS;BAIXA;2022-08-19;11;0;11;6;S
LUIS EDUARDO MAGALHAES;318;EPS;CORTE;2022-08-25;6;0;6;5;N
PITUBA;357;EPS;CORTE;2022-08-08;27;24;3;2;N
ITAPETINGA;239;EPS;CORTE;2022-08-17;12;11;1;4;N
RIBEIRA DO POMBAL;399;EPS;CORTE;2022-08-16;10;10;0;3;N
POSTO DA MATA;386;EPS;CORTE;2022-08-08;8;8;0;2;N
EUNAPOLIS;101;STC;CORTE;2022-08-02;11;11;0;3;N
ITAPETINGA;240;STC;CORTE;2022-08-17;18;18;0;4;S
ESPLANADA;84;EPS;CORTE;2022-08-16;12;11;1;3;N
FEIRA DE SANTANA SUL;124;EPS;RECORTE;2022-08-18;42;38;4;5;N
SANTO AMARO;421;EPS;CORTE;2022-08-19;10;10;0;6;N
ALAGOINHAS;3;EPS;CORTE;2022-08-19;10;10;0;6;N
BRUMADO;37;STC;CORTE;2022-08-23;6;6;0;3;N
EUNAPOLIS;87;EPS;DISJUNTOR;2022-08-16;5;5;0;3;N
ILHEUS;173;EPS;CORTE;2022-08-22;25;25;0;2;N
GUANAMBI;148;EPS;CORTE;2022-08-04;7;6;1;5;N
SEABRA;436;EPS;CORTE;2022-08-04;6;4;2;5;N
JUAZEIRO;290;EPS;CORTE;2022-08-02;30;28;2;3;N
PIRAJA;350;EPS;CORTE;2022-08-22;13;13;0;2;N
EUNAPOLIS;85;EPS;CORTE;2022-08-08;8;7;1;2;N
BARREIRAS;20;EPS;BAIXA;2022-08-04;8;8;0;5;N
SENHOR DO BONFIM;447;STC;CORTE;2022-08-19;11;10;1;6;N
SANTO AMARO;423;STC;CORTE;2022-08-09;9;9;0;3;N
PAULO AFONSO;332;EPS;CORTE;2022-08-18;8;8;0;5;N
PIRAJA;353;EPS;DISJUNTOR;2022-08-18;23;22;1;5;N
SENHOR DO BONFIM;447;EPS;CORTE;2022-08-05;7;0;7;6;N
SANTO ANTONIO DE JESUS;430;EPS;CORTE;2022-08-05;6;0;6;6;N
SANTO AMARO;421;EPS;DISJUNTOR;2022-08-02;2;2;0;3;N
PAULO AFONSO;329;STC;CORTE;2022-08-19;16;16;0;6;N
ALAGOINHAS;1;STC;CORTE;2022-08-08;12;12;0;2;N
VALENCA;495;STC;CORTE;2022-08-02;17;17;0;3;N
IRECE;202;STC;CORTE;2022-08-15;11;11;0;2;N
TEIXEIRA DE FREITAS;481;STC;RECORTE;2022-08-09;10;4;6;3;S
ITAPETINGA;239;EPS;RECORTE;2022-08-18;13;13;0;5;N
LUIS EDUARDO MAGALHAES;318;EPS;CORTE;2022-08-02;9;9;0;3;N
TEIXEIRA DE FREITAS;477;STC;CORTE;2022-08-09;17;16;1;3;N
REMANSO;392;EPS;CORTE;2022-08-04;27;26;1;5;N
LUIS EDUARDO MAGALHAES;319;STC;CORTE;2022-08-04;7;6;1;5;N
VITORIA DA CONQUISTA;499;STC;CORTE;2022-08-08;11;11;0;2;N
PITUBA;357;STC;RECORTE;2022-08-23;21;18;3;3;N
SANTO ANTONIO DE JESUS;426;EPS;CORTE;2022-08-04;6;6;0;5;N
LAURO DE FREITAS;294;STC;CORTE;2022-08-19;16;16;0;6;N
PORTO SEGURO;376;EPS;BAIXA;2022-08-11;19;15;4;5;N
FEIRA DE SANTANA SUL;124;EPS;BAIXA;2022-08-18;15;13;2;5;N
IRECE;206;STC;RECORTE;2022-08-17;21;18;3;4;N
JUAZEIRO;290;STC;RECORTE;2022-08-17;16;8;8;4;N
SANTO AMARO;422;STC;RECORTE;2022-08-22;21;14;7;2;N
TEIXEIRA DE FREITAS;480;STC;RECORTE;2022-08-23;17;14;3;3;N
BRUMADO;47;EPS;CORTE;2022-08-12;8;8;0;6;N
TEIXEIRA DE FREITAS;479;EPS;DISJUNTOR;2022-08-03;1;1;0;4;N
RIBEIRA DO POMBAL;400;EPS;RECORTE;2022-08-05;6;6;0;6;N
PIRAJA;351;STC;RECORTE;2022-08-23;11;2;9;3;S
TEIXEIRA DE FREITAS;475;EPS;CORTE;2022-08-19;10;10;0;6;N
VALENCA;493;EPS;CORTE;2022-08-12;6;6;0;6;N
JUAZEIRO;286;STC;CORTE;2022-08-15;9;9;0;2;N
VALENCA;487;EPS;BAIXA;2022-08-11;17;2;15;5;N
PAULO AFONSO;343;EPS;CORTE;2022-08-09;7;7;0;3;N
ESPLANADA;82;STC;CORTE;2022-08-05;11;0;11;6;N
ILHEUS;183;EPS;CORTE;2022-08-25;27;0;27;5;N
GRACA;136;EPS;CORTE;2022-08-22;55;53;2;2;N
EUNAPOLIS;92;STC;CORTE;2022-08-12;11;9;2;6;N
IRECE;211;EPS;CORTE;2022-08-16;10;10;0;3;N
ESPLANADA;77;STC;CORTE;2022-08-16;11;11;0;3;N
ITAPETINGA;247;STC;CORTE;2022-08-09;9;9;0;3;N
ITAPOAN;252;STC;CORTE;2022-08-15;19;18;1;2;N
PORTO SEGURO;377;EPS;CORTE;2022-08-23;9;8;1;3;N
ITAPETINGA;245;EPS;CORTE;2022-08-19;12;12;0;6;N
VITORIA DA CONQUISTA;508;EPS;CORTE;2022-08-09;15;14;1;3;N
SANTA MARIA DA VITORIA;417;STC;CORTE;2022-08-15;11;11;0;2;N
ITABUNA;234;EPS;RECORTE;2022-08-17;8;8;0;4;N
VITORIA DA CONQUISTA;509;STC;CORTE;2022-08-11;11;11;0;5;N
REMANSO;391;EPS;RECORTE;2022-08-17;8;8;0;4;N
PIRAJA;351;EPS;BAIXA;2022-08-11;1;1;0;5;N
ITAPETINGA;239;EPS;BAIXA;2022-08-18;3;3;0;5;N
SEABRA;441;EPS;CORTE;2022-08-18;11;10;1;5;N
TEIXEIRA DE FREITAS;485;EPS;CORTE;2022-08-22;9;9;0;2;N
SERRINHA;458;EPS;CORTE;2022-08-09;12;12;0;3;N
LIVRAMENTO DE NOSSA SENHORA;306;EPS;CORTE;2022-08-09;4;4;0;3;N
REMANSO;389;STC;CORTE;2022-08-05;9;0;9;6;N
BOM JESUS DA LAPA;33;STC;RECORTE;2022-08-23;4;0;4;3;S
ITAPOAN;250;EPS;CORTE;2022-08-25;58;0;58;5;N
GRACA;133;EPS;CORTE;2022-08-09;42;41;1;3;N
ITABERABA;215;STC;CORTE;2022-08-23;21;20;1;3;N
BOM JESUS DA LAPA;25;EPS;CORTE;2022-08-08;7;7;0;2;N
ITABUNA;184;EPS;BAIXA;2022-08-04;15;14;1;5;N
SANTO ANTONIO DE JESUS;433;STC;CORTE;2022-08-08;19;18;1;2;N
FEIRA DE SANTANA NORTE;109;EPS;CORTE;2022-08-12;35;23;12;6;N
VITORIA DA CONQUISTA;504;STC;CORTE;2022-08-22;11;11;0;2;N
CAMACARI;55;STC;CORTE;2022-08-08;16;15;1;2;N
FEIRA DE SANTANA NORTE;108;EPS;CORTE;2022-08-24;74;65;9;4;N
GUANAMBI;142;EPS;CORTE;2022-08-04;7;7;0;5;N
LAURO DE FREITAS;293;STC;CORTE;2022-08-08;16;16;0;2;N
JUAZEIRO;284;EPS;CORTE;2022-08-02;15;15;0;3;N
IBOTIRAMA;161;STC;CORTE;2022-08-02;9;9;0;3;N
GRACA;134;STC;CORTE;2022-08-11;34;33;1;5;N
SANTA MARIA DA VITORIA;417;STC;RECORTE;2022-08-16;11;11;0;3;N
LUIS EDUARDO MAGALHAES;323;EPS;CORTE;2022-08-16;7;7;0;3;N
SANTO AMARO;424;STC;CORTE;2022-08-22;21;20;1;2;N
ITABERABA;216;STC;CORTE;2022-08-11;22;22;0;5;N
JUAZEIRO;285;STC;CORTE;2022-08-04;12;12;0;5;N
PITUBA;359;STC;CORTE;2022-08-23;19;17;2;3;N
ITABUNA;227;STC;CORTE;2022-08-16;16;16;0;3;N
VITORIA DA CONQUISTA;519;STC;CORTE;2022-08-12;15;15;0;6;S
JACOBINA;261;EPS;CORTE;2022-08-23;8;8;0;3;N
BARREIRAS;21;STC;CORTE;2022-08-05;13;13;0;6;S
ITABUNA;228;STC;CORTE;2022-08-02;12;12;0;3;S
SANTO ANTONIO DE JESUS;431;EPS;CORTE;2022-08-18;4;4;0;5;N
JEQUIE;278;EPS;CORTE;2022-08-18;18;18;0;5;N
SERRINHA;459;STC;RECORTE;2022-08-12;9;8;1;6;N
ITAPOAN;252;STC;RECORTE;2022-08-16;19;17;2;3;N
SERRINHA;468;EPS;CORTE;2022-08-12;9;8;1;6;N
BARREIRAS;20;EPS;CORTE;2022-08-05;8;0;8;6;N
EUNAPOLIS;91;STC;RECORTE;2022-08-25;5;1;4;5;N
IPIAU;530;EPS;CORTE;2022-08-18;8;8;0;5;N
JACOBINA;259;STC;CORTE;2022-08-12;14;13;1;6;N
ITAPOAN;250;EPS;CORTE;2022-08-02;50;41;9;3;N
LUIS EDUARDO MAGALHAES;319;EPS;CORTE;2022-08-15;7;7;0;2;N
BARREIRAS;16;STC;CORTE;2022-08-18;21;20;1;5;N
IBOTIRAMA;170;EPS;CORTE;2022-08-03;4;4;0;4;N
LIVRAMENTO DE NOSSA SENHORA;299;STC;CORTE;2022-08-09;9;7;2;3;N
SENHOR DO BONFIM;451;EPS;CORTE;2022-08-08;7;7;0;2;N
LIVRAMENTO DE NOSSA SENHORA;311;EPS;CORTE;2022-08-23;10;9;1;3;N
FEIRA DE SANTANA SUL;124;EPS;CORTE;2022-08-19;18;18;0;6;N
PORTO SEGURO;376;EPS;CORTE;2022-08-12;18;18;0;6;N
ILHEUS;179;STC;CORTE;2022-08-15;11;11;0;2;N
CONCEICAO DO COITE;72;STC;RECORTE;2022-08-16;11;9;2;3;N
SANTO AMARO;424;STC;RECORTE;2022-08-23;21;19;2;3;N
ITABERABA;215;EPS;RECORTE;2022-08-10;3;3;0;4;N
JACOBINA;258;EPS;CORTE;2022-08-10;9;9;0;4;N
PORTO SEGURO;366;EPS;RECORTE;2022-08-10;21;19;2;4;N
LAURO DE FREITAS;293;STC;RECORTE;2022-08-09;16;5;11;3;N
JACOBINA;257;EPS;CORTE;2022-08-22;8;7;1;2;N
GRACA;137;EPS;BAIXA;2022-08-11;1;1;0;5;N
IRECE;211;EPS;BAIXA;2022-08-17;6;6;0;4;N
SERRINHA;463;EPS;CORTE;2022-08-23;7;7;0;3;N
FEIRA DE SANTANA NORTE;111;STC;RECORTE;2022-08-03;1;0;1;4;N
CONCEICAO DO COITE;67;EPS;CORTE;2022-08-12;7;6;1;6;N
FEIRA DE SANTANA NORTE;108;EPS;RECORTE;2022-08-25;36;36;0;5;N
IBOTIRAMA;155;STC;CORTE;2022-08-25;16;15;1;5;N
SERRINHA;464;STC;CORTE;2022-08-25;9;9;0;5;N
CONCEICAO DO COITE;66;EPS;CORTE;2022-08-24;6;6;0;4;N
ILHEUS;178;STC;CORTE;2022-08-25;10;10;0;5;S
LUIS EDUARDO MAGALHAES;323;EPS;RECORTE;2022-08-17;5;5;0;4;N
IPIAU;189;STC;CORTE;2022-08-05;16;0;16;6;N
IBOTIRAMA;171;STC;CORTE;2022-08-05;5;0;5;6;N
CAMACARI;50;EPS;CORTE;2022-08-05;19;0;19;6;N
IRECE;210;EPS;CORTE;2022-08-05;8;0;8;6;N
ITABERABA;215;STC;RECORTE;2022-08-24;21;20;1;4;N
FEIRA DE SANTANA NORTE;109;STC;RECORTE;2022-08-25;40;27;13;5;S
PIRAJA;354;EPS;CORTE;2022-08-25;12;0;12;5;N
BRUMADO;48;EPS;CORTE;2022-08-25;3;0;3;5;N
IRECE;194;EPS;CORTE;2022-08-25;10;0;10;5;N
LAURO DE FREITAS;298;EPS;CORTE;2022-08-08;24;22;2;2;N
TEIXEIRA DE FREITAS;480;EPS;CORTE;2022-08-10;10;9;1;4;N
ITAPOAN;250;EPS;RECORTE;2022-08-03;54;52;2;4;N
POSTO DA MATA;385;EPS;CORTE;2022-08-22;11;11;0;2;N
LIVRAMENTO DE NOSSA SENHORA;309;STC;CORTE;2022-08-12;9;8;1;6;N
IRECE;192;STC;CORTE;2022-08-12;18;18;0;6;S
SENHOR DO BONFIM;446;EPS;CORTE;2022-08-19;10;9;1;6;N
IBOTIRAMA;166;EPS;CORTE;2022-08-02;4;4;0;3;N
ITABUNA;233;STC;CORTE;2022-08-18;18;17;1;5;N
VITORIA DA CONQUISTA;525;STC;CORTE;2022-08-16;11;11;0;3;N
PERIPERI;347;STC;CORTE;2022-08-22;16;15;1;2;N
SANTO ANTONIO DE JESUS;8;STC;CORTE;2022-08-09;13;13;0;3;N
ALAGOINHAS;4;EPS;CORTE;2022-08-09;18;16;2;3;N
TEIXEIRA DE FREITAS;470;EPS;RECORTE;2022-08-08;17;17;0;2;N
PORTO SEGURO;371;EPS;CORTE;2022-08-23;9;9;0;3;N
IRECE;206;STC;CORTE;2022-08-18;21;21;0;5;N
LAURO DE FREITAS;298;STC;CORTE;2022-08-22;16;15;1;2;N
JACOBINA;258;EPS;RECORTE;2022-08-11;7;7;0;5;N
IRECE;205;EPS;CORTE;2022-08-16;10;10;0;3;N
CANDEIAS;58;STC;CORTE;2022-08-18;8;8;0;5;N
SEABRA;437;STC;CORTE;2022-08-08;11;11;0;2;N
JACOBINA;255;STC;CORTE;2022-08-11;16;16;0;5;N
IBOTIRAMA;166;STC;CORTE;2022-08-16;8;5;3;3;N
ITABUNA;185;EPS;RECORTE;2022-08-17;8;7;1;4;N
IBOTIRAMA;170;STC;RECORTE;2022-08-16;15;14;1;3;S
GUANAMBI;142;EPS;BAIXA;2022-08-05;15;14;1;6;N
BRUMADO;37;EPS;CORTE;2022-08-11;6;6;0;5;N
AMARGOSA;11;EPS;DISJUNTOR;2022-08-18;3;3;0;5;N
EUNAPOLIS;85;STC;CORTE;2022-08-22;20;20;0;2;S
ITAPOAN;250;STC;RECORTE;2022-08-17;19;5;14;4;N
JUAZEIRO;289;EPS;CORTE;2022-08-16;15;14;1;3;N
IBOTIRAMA;167;STC;CORTE;2022-08-04;8;7;1;5;N
CAMACARI;51;STC;RECORTE;2022-08-08;16;16;0;2;N
SERRINHA;459;EPS;CORTE;2022-08-22;7;6;1;2;N
SANTA MARIA DA VITORIA;535;STC;CORTE;2022-08-22;7;4;3;2;N
PAULO AFONSO;403;EPS;RECORTE;2022-08-03;3;3;0;4;N
JUAZEIRO;290;STC;CORTE;2022-08-18;2;2;0;5;N
CANDEIAS;59;EPS;DISJUNTOR;2022-08-24;10;10;0;4;N
GUANAMBI;147;EPS;CORTE;2022-08-18;6;5;1;5;N
BOM JESUS DA LAPA;23;EPS;CORTE;2022-08-09;5;4;1;3;N
PIRAJA;352;STC;CORTE;2022-08-12;9;9;0;6;S
PIRAJA;351;EPS;CORTE;2022-08-12;16;16;0;6;N
FEIRA DE SANTANA SUL;122;STC;CORTE;2022-08-08;4;4;0;2;N
SANTO AMARO;422;EPS;CORTE;2022-08-09;22;22;0;3;N
EUNAPOLIS;88;EPS;RECORTE;2022-08-24;3;3;0;4;N
BARREIRAS;13;STC;CORTE;2022-08-05;13;0;13;6;N
FEIRA DE SANTANA SUL;126;STC;RECORTE;2022-08-10;1;0;1;4;N
LIVRAMENTO DE NOSSA SENHORA;311;EPS;RECORTE;2022-08-24;4;2;2;4;N
VITORIA DA CONQUISTA;503;EPS;BAIXA;2022-08-19;12;0;12;6;S
GRACA;132;EPS;BAIXA;2022-08-22;21;0;21;2;N
VALENCA;494;EPS;CORTE;2022-08-02;8;8;0;3;N
PAULO AFONSO;328;EPS;CORTE;2022-08-19;8;8;0;6;N
LAURO DE FREITAS;293;EPS;CORTE;2022-08-19;15;15;0;6;N
JUAZEIRO;285;EPS;CORTE;2022-08-15;15;15;0;2;N
JUAZEIRO;290;EPS;RECORTE;2022-08-05;39;39;0;6;N
AMARGOSA;5;EPS;CORTE;2022-08-09;12;12;0;3;N
PORTO SEGURO;370;EPS;DISJUNTOR;2022-08-18;19;15;4;5;N
IRECE;201;EPS;CORTE;2022-08-15;11;10;1;2;N
EUNAPOLIS;85;EPS;RECORTE;2022-08-11;4;4;0;5;N
LUIS EDUARDO MAGALHAES;317;EPS;CORTE;2022-08-16;7;6;1;3;N
SERRINHA;456;STC;CORTE;2022-08-23;11;11;0;3;N
BRUMADO;49;STC;CORTE;2022-08-04;11;10;1;5;N
PERIPERI;347;STC;RECORTE;2022-08-23;38;27;11;3;N
ALAGOINHAS;4;EPS;RECORTE;2022-08-10;16;16;0;4;N
LUIS EDUARDO MAGALHAES;318;EPS;CORTE;2022-08-04;8;7;1;5;N
TEIXEIRA DE FREITAS;477;STC;CORTE;2022-08-11;17;15;2;5;N
POSTO DA MATA;383;STC;CORTE;2022-08-11;17;17;0;5;N
BOM JESUS DA LAPA;23;EPS;RECORTE;2022-08-10;8;8;0;4;N
SANTO AMARO;422;EPS;RECORTE;2022-08-10;14;11;3;4;N
JACOBINA;534;EPS;CORTE;2022-08-09;9;9;0;3;N
SANTO AMARO;421;EPS;DISJUNTOR;2022-08-04;3;3;0;5;N
BRUMADO;48;EPS;CORTE;2022-08-02;6;6;0;3;N
TEIXEIRA DE FREITAS;480;EPS;RECORTE;2022-08-11;16;15;1;5;N
TEIXEIRA DE FREITAS;476;EPS;CORTE;2022-08-09;11;11;0;3;N
LAURO DE FREITAS;295;STC;CORTE;2022-08-09;16;15;1;3;N
ITABUNA;185;EPS;BAIXA;2022-08-17;8;7;1;4;N
IRECE;205;EPS;RECORTE;2022-08-17;5;3;2;4;N
JEQUIE;282;STC;CORTE;2022-08-09;5;5;0;3;N
IPIAU;188;EPS;BAIXA;2022-08-04;6;4;2;5;N
ITABUNA;226;STC;RECORTE;2022-08-04;3;1;2;5;S
JUAZEIRO;290;STC;RECORTE;2022-08-19;16;14;2;6;N
JACOBINA;263;EPS;CORTE;2022-08-24;8;8;0;4;N
PAULO AFONSO;343;EPS;CORTE;2022-08-11;5;4;1;5;N
PITUBA;357;STC;RECORTE;2022-08-23;8;4;4;3;S
EUNAPOLIS;85;STC;RECORTE;2022-08-25;1;0;1;5;N
GRACA;137;EPS;CORTE;2022-08-12;63;59;4;6;N
FEIRA DE SANTANA SUL;127;EPS;CORTE;2022-08-08;24;22;2;2;N
ITAPOAN;251;EPS;CORTE;2022-08-15;19;17;2;2;N
LUIS EDUARDO MAGALHAES;317;EPS;RECORTE;2022-08-17;5;5;0;4;N
ITAPOAN;253;STC;CORTE;2022-08-03;16;16;0;4;S
JUAZEIRO;290;EPS;BAIXA;2022-08-05;50;45;5;6;N
EUNAPOLIS;93;STC;CORTE;2022-08-02;19;19;0;3;N
PITUBA;357;EPS;BAIXA;2022-08-11;18;14;4;5;N
SENHOR DO BONFIM;453;STC;CORTE;2022-08-23;11;11;0;3;N
GUANAMBI;142;EPS;DISJUNTOR;2022-08-12;17;17;0;6;N
BARREIRAS;18;STC;CORTE;2022-08-19;21;19;2;6;N
VALENCA;490;STC;CORTE;2022-08-15;17;16;1;2;N
SANTA MARIA DA VITORIA;417;STC;CORTE;2022-08-17;25;25;0;4;N
SENHOR DO BONFIM;454;STC;CORTE;2022-08-11;13;12;1;5;N
ITAPOAN;253;EPS;DISJUNTOR;2022-08-23;16;16;0;3;N
ESPLANADA;77;STC;CORTE;2022-08-18;11;11;0;5;N
ITAPETINGA;247;STC;CORTE;2022-08-11;9;9;0;5;N
SEABRA;442;EPS;CORTE;2022-08-08;7;7;0;2;N
SANTO ANTONIO DE JESUS;427;STC;RECORTE;2022-08-09;15;13;2;3;N
IRECE;205;EPS;BAIXA;2022-08-17;6;6;0;4;N
VITORIA DA CONQUISTA;509;EPS;BAIXA;2022-08-23;19;1;18;3;N
IRECE;211;EPS;CORTE;2022-08-18;32;30;2;5;N
VALENCA;495;STC;RECORTE;2022-08-03;11;10;1;4;S
JEQUIE;281;STC;RECORTE;2022-08-22;11;6;5;2;N
IRECE;198;STC;CORTE;2022-08-16;11;11;0;3;N
CONCEICAO DO COITE;64;EPS;DISJUNTOR;2022-08-08;5;5;0;2;N
BOM JESUS DA LAPA;28;EPS;CORTE;2022-08-23;4;4;0;3;N
EUNAPOLIS;90;EPS;CORTE;2022-08-24;1;1;0;4;N
PAULO AFONSO;338;EPS;CORTE;2022-08-22;3;3;0;2;N
EUNAPOLIS;105;EPS;CORTE;2022-08-16;7;7;0;3;N
FEIRA DE SANTANA SUL;127;STC;CORTE;2022-08-22;1;1;0;2;N
ITAPOAN;253;STC;CORTE;2022-08-05;9;0;9;6;N
ITABUNA;231;EPS;CORTE;2022-08-05;17;0;17;6;N
JEQUIE;269;EPS;CORTE;2022-08-05;8;0;8;6;N
PORTO SEGURO;377;EPS;CORTE;2022-08-25;8;0;8;5;N
PORTO SEGURO;377;EPS;DISJUNTOR;2022-08-08;29;28;1;2;N
SANTO ANTONIO DE JESUS;432;EPS;CORTE;2022-08-08;6;6;0;2;N
PITUBA;358;EPS;CORTE;2022-08-23;17;17;0;3;N
SANTO ANTONIO DE JESUS;435;STC;DISJUNTOR;2022-08-16;15;15;0;3;S
ITABUNA;227;EPS;CORTE;2022-08-04;17;16;1;5;N
TEIXEIRA DE FREITAS;485;EPS;RECORTE;2022-08-25;91;76;15;5;N
VITORIA DA CONQUISTA;521;EPS;DISJUNTOR;2022-08-10;21;17;4;4;N
GUANAMBI;151;STC;CORTE;2022-08-09;11;11;0;3;N
SEABRA;212;STC;CORTE;2022-08-12;10;9;1;6;N
VITORIA DA CONQUISTA;519;EPS;CORTE;2022-08-02;15;14;1;3;N
GRACA;132;EPS;CORTE;2022-08-23;22;21;1;3;N
ITABERABA;214;EPS;CORTE;2022-08-23;4;4;0;3;N
BRUMADO;41;STC;CORTE;2022-08-02;11;11;0;3;N
IBOTIRAMA;161;STC;CORTE;2022-08-04;9;9;0;5;N
SANTO ANTONIO DE JESUS;432;STC;CORTE;2022-08-22;13;13;0;2;N
ITABUNA;230;EPS;RECORTE;2022-08-16;15;10;5;3;S
LUIS EDUARDO MAGALHAES;323;EPS;CORTE;2022-08-18;7;7;0;5;N
SANTA MARIA DA VITORIA;414;STC;CORTE;2022-08-04;10;10;0;5;N
GRACA;133;EPS;CORTE;2022-08-11;21;21;0;5;N
AMARGOSA;5;EPS;BAIXA;2022-08-10;3;3;0;4;N
PITUBA;359;EPS;CORTE;2022-08-11;20;17;3;5;N
JUAZEIRO;292;STC;CORTE;2022-08-19;9;9;0;6;N
CONCEICAO DO COITE;72;EPS;CORTE;2022-08-03;6;6;0;4;N
ITABUNA;231;STC;RECORTE;2022-08-18;11;4;7;5;S
ESPLANADA;77;STC;RECORTE;2022-08-19;16;13;3;6;N
PITUBA;359;STC;CORTE;2022-08-25;19;19;0;5;N
AMARGOSA;11;STC;CORTE;2022-08-25;18;18;0;5;N
TEIXEIRA DE FREITAS;481;EPS;CORTE;2022-08-23;16;16;0;3;N
EUNAPOLIS;89;EPS;DISJUNTOR;2022-08-19;4;3;1;6;N
ITABERABA;215;EPS;CORTE;2022-08-11;5;5;0;5;N
LIVRAMENTO DE NOSSA SENHORA;305;EPS;RECORTE;2022-08-24;1;1;0;4;N
EUNAPOLIS;103;STC;CORTE;2022-08-05;10;0;10;6;N
CONCEICAO DO COITE;73;STC;CORTE;2022-08-05;9;0;9;6;N
JACOBINA;260;STC;CORTE;2022-08-02;9;9;0;3;N
IBOTIRAMA;156;STC;CORTE;2022-08-15;9;9;0;2;N
FEIRA DE SANTANA NORTE;106;STC;CORTE;2022-08-15;21;21;0;2;N
CONCEICAO DO COITE;68;EPS;CORTE;2022-08-02;6;6;0;3;N
IPIAU;531;EPS;CORTE;2022-08-08;11;11;0;2;N
ITAPOAN;250;EPS;CORTE;2022-08-04;16;15;1;5;N
CAMACARI;53;EPS;RECORTE;2022-08-19;16;9;7;6;S
REMANSO;393;EPS;CORTE;2022-08-19;60;59;1;6;N
SANTO AMARO;420;STC;CORTE;2022-08-23;21;19;2;3;N
LUIS EDUARDO MAGALHAES;320;STC;CORTE;2022-08-19;13;13;0;6;N
PIRAJA;355;EPS;CORTE;2022-08-15;16;16;0;2;N
BARREIRAS;17;STC;CORTE;2022-08-08;12;12;0;2;N
ITABUNA;185;EPS;CORTE;2022-08-18;6;6;0;5;N
CAMACARI;51;STC;CORTE;2022-08-09;16;16;0;3;N
CONCEICAO DO COITE;72;EPS;RECORTE;2022-08-04;6;4;2;5;N
RIBEIRA DO POMBAL;399;STC;CORTE;2022-08-08;11;11;0;2;N
ITABUNA;226;EPS;RECORTE;2022-08-17;8;7;1;4;N
IRECE;195;EPS;CORTE;2022-08-15;13;13;0;2;N
BRUMADO;49;EPS;CORTE;2022-08-15;8;8;0;2;N
GRACA;130;STC;CORTE;2022-08-12;17;14;3;6;N
